Source Item Code,Source / product name,FnB inventory identities in group,Proposed canonical inventoryItemId,Canonical product name,Canonical selection reason,Superseded identities,May source-row presence,June source-row presence,Physical locations represented,Physical location names,Count lines to repoint,External-mapping coverage,Material pack/UOM compatibility,Expected valuation delta
5132234,cheese american yellow sliced,3,55d7a243-da2a-4c48-a15a-4d83964e6897,Cheese - American Yellow Sliced,decided on downstream references (10 vs 8),2,No,Yes,3,bay window | cafe | produce walk in,4,2 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
51393,sam just d hze,8,9bf32a16-e1c5-4721-80fd-7f3139615904,SAM JUST D HZE,decided on downstream references (36 vs 5),7,Yes,Yes,8,bay window bar | beer cage | beverage carts | halfway house | liquor cage | member lounge | mens locker room | pool cafe,6,1 mapping record(s) across 1 of 8 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=24,$0.00
5140561,v 8 juice 46oz,3,cd89b84b-3c6b-46ff-8205-d83a1acd9826,V-8 juice 46oz,decided on downstream references (16 vs 5),2,Yes,Yes,3,bay window | dry storeroom | main kitchen,2,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=8,$0.00
5158502,bay leave,2,903825c0-bb2e-4d1b-a87a-24ced84b00c8,Bay Leave,decided on downstream references (12 vs 5),1,Yes,Yes,2,dry storeroom | main kitchen,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=1,$0.00
5161114,beef top sirloin steak,2,a85de79e-1868-4e57-965b-42f6cab38a02,Beef - Top Sirloin Steak,decided on downstream references (11 vs 4),1,Yes,Yes,2,main freezer | main walk in,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
5161658,tomato juice,4,7af18f21-d7c3-42f7-8d81-87f2b224b02c,Tomato - Juice,decided on downstream references (20 vs 5),3,Yes,Yes,4,bay window | dry storeroom | main kitchen | main walk in,3,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=8,$0.00
5191432,vinegar balsamic,3,81f4ce75-9f82-4a85-9c3b-8e8d488a339d,Vinegar - Balsamic,decided on downstream references (14 vs 5),2,Yes,Yes,3,dry storeroom | main kitchen | main walk in,1,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lt; source case qty=2,$0.00
5223334,pita,3,7cabb1d4-db4a-4ab4-9f51-30ce1edcd26c,Pita,decided on downstream references (15 vs 5),2,Yes,Yes,3,bread reach in | front reach in freezer | main freezer,1,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=12,$0.00
5228341,basil leaf,4,3c51d94f-c2dd-4ad5-80e6-f01170ce3fed,Basil leaf,decided on downstream references (20 vs 5),3,Yes,Yes,4,bay window | cafe | dry storeroom | main kitchen,3,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=1,$0.00
5228499,celery seed,2,5d333a7e-21f0-44d4-88b6-b3bbfc60d87d,Celery Seed,decided on downstream references (13 vs 5),1,Yes,Yes,2,dry storeroom | main kitchen,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
5228606,cinnamon ground,2,e61694b4-63b9-45c8-b6c5-41848d16c9a7,Cinnamon - Ground,decided on downstream references (13 vs 5),1,Yes,Yes,2,dry storeroom | main kitchen,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=1,$0.00
5228648,cinnamon stick,3,db22c030-97e2-4af6-bd0e-ce915f29df83,Cinnamon - Stick,decided on downstream references (16 vs 5),2,Yes,Yes,3,dry storeroom | main kitchen | pastry shop,2,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=1,$0.00
5228655,cloves ground,3,f73e11e1-33e2-43f5-8404-4ddfbed4d888,Cloves - Ground,decided on downstream references (17 vs 5),2,Yes,Yes,3,dry storeroom | main kitchen | pastry shop,2,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
5228713,cumin ground,4,24f727b8-9102-43d3-aa8b-ffd32c45c0e5,Cumin - Ground,decided on downstream references (20 vs 5),3,Yes,Yes,4,bay window | cafe | dry storeroom | main kitchen,3,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=1,$0.00
5228747,curry powder,2,cef865fc-2c7d-4ce1-b90e-cc71f442cd68,Curry Powder,decided on downstream references (13 vs 5),1,Yes,Yes,2,dry storeroom | main kitchen,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
5229174,paprika,4,e77d9b50-f866-4e72-ae85-d6715fb97d9b,Paprika,decided on downstream references (21 vs 5),3,Yes,Yes,4,bay window | cafe | dry storeroom | main kitchen,3,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=1,$0.00
5229356,pepper black ground table,2,ac52341c-8e58-449c-813a-4dd736c7297a,Pepper - Black - Ground - Table,decided on downstream references (12 vs 5),1,Yes,Yes,2,dry storeroom | main kitchen,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
5229380,pepper black whole,3,2de1b49e-20d3-46a6-b8ad-d5a13fb3bd4a,Pepper - Black - Whole,decided on downstream references (17 vs 5),2,Yes,Yes,3,cafe | dry storeroom | main kitchen,2,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
5229398,cayenne pepper,4,e99130eb-aa30-4967-92ef-d2d0aaf852b7,Cayenne Pepper,decided on downstream references (21 vs 5),3,Yes,Yes,4,bay window | cafe | dry storeroom | main kitchen,3,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
5229521,poppy seed,2,04032c95-a742-41d5-a8d4-c3991f0e602a,Poppy Seed,decided on downstream references (13 vs 4),1,Yes,Yes,2,dry storeroom | main kitchen,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=1,$0.00
5229612,rosemary dried,2,8e414c50-566e-4292-90cd-0fe56e84795f,Rosemary - Dried,decided on downstream references (11 vs 5),1,Yes,Yes,2,dry storeroom | main kitchen,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=1,$0.00
5229802,turmeric,2,c35f6edd-b978-4f76-828a-8dd8386b31d4,Turmeric,decided on downstream references (13 vs 5),1,Yes,Yes,2,dry storeroom | main kitchen,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
5287309,pickles sliced chips,2,d11a4d3c-3a60-4ed6-b5a7-20c02f8a6976,Pickles - Sliced/chips,decided on downstream references (13 vs 5),1,Yes,Yes,2,halfway house | main walk in,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=gal; source case qty=1,$0.00
5296504,corn syrup light,2,9e544b0d-d919-4a1d-9f31-5ecfc894225c,Corn Syrup - Light,decided on downstream references (13 vs 5),1,Yes,Yes,2,dry storeroom | pastry shop,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=gal; source case qty=1,$0.00
530397,knob creek bourbon 9 year,4,dc4ff591-b167-42c3-ab0b-067863465f2c,Knob Creek - Bourbon 9 Year,decided on downstream references (18 vs 5),3,Yes,Yes,4,bay window bar | liquor cage | member lounge | mens locker room,1,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lt; source case qty=6,$0.00
534493,adobe road the 24 19,2,eec49e33-08b7-4e36-8731-0b39141b784e,ADOBE ROAD THE 24 19,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
535809,cazadores blanco,5,f5618078-160f-486b-97e9-48527d9deaf0,Cazadores - Blanco,decided on downstream references (23 vs 5),4,Yes,Yes,5,bay window bar | grill room | liquor cage | member lounge | pool cafe,3,1 mapping record(s) across 1 of 5 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lt; source case qty=12,$0.00
5371299,mustard dijon 48oz,4,551ea4f1-aed7-424f-ad6b-1064e5ecb360,Mustard - Dijon 48oz,decided on downstream references (20 vs 5),3,Yes,Yes,4,bay window | cafe | dry storeroom | main walk in,3,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=6,$0.00
538534,ch lassegue 18 st emilion,2,3e7912a4-100b-459f-a2fb-bba8da980732,CH LASSEGUE 18 ST EMILION,decided on downstream references (10 vs 4),1,Yes,Yes,2,liquor cage | mens locker room,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
539040,jefferson s ocean aged at sea cask strength,2,f14625ea-9c61-45a2-bab7-9ba1abe027e5,Jefferson's - Ocean Aged At Sea Cask Strength,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | mens locker room,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
5407051,bay hill chips,5,bcb6897e-bab6-49d8-9637-d32874c1cad4,Bay Hill Chips,decided on downstream references (22 vs 5),4,Yes,Yes,5,bay window | cafe | main freezer | main kitchen | pool cafe,4,1 mapping record(s) across 1 of 5 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=6,$0.00
541111,capture cab sauv pine mtn clove 10,2,41df12cc-bc09-4011-8f1b-3ed4cfc8b71c,CAPTURE CAB SAUV PINE MTN CLOVE 10,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
5429766,olives kalamata,4,009698fe-73e6-4fbd-b861-0d5d286fc4f8,Olives - Kalamata,decided on downstream references (21 vs 5),3,Yes,Yes,4,bay window | cafe | dry storeroom | main walk in,3,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
547868,filthy black cherry tin can,2,7083a34d-6bab-48bc-9ae7-957d73b62a20,FILTHY BLACK CHERRY TIN CAN,decided on downstream references (10 vs 4),1,Yes,Yes,2,member lounge | pool cafe,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=6,$0.00
5517024,jerk seasoning,2,875cd286-b070-430f-9906-c36f4ab6b5c5,Jerk Seasoning,decided on downstream references (13 vs 5),1,Yes,Yes,2,dry storeroom | main kitchen,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=1,$0.00
5517701,baking powder,3,f16b26bb-0ffa-4923-aac0-ee6212aa9346,Baking Powder,decided on downstream references (16 vs 5),2,Yes,Yes,3,cafe | dry storeroom | pastry shop,1,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
554531,justin isosceles rsv 17,2,491d6c09-af87-4ff3-b11e-e1c492d71eb8,JUSTIN ISOSCELES RSV 17,decided on downstream references (13 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
557366,aperol,4,436d3066-53dd-4ce1-b95f-2f8e8eca5519,Aperol,decided on downstream references (17 vs 5),3,Yes,Yes,4,bay window bar | grill room | liquor cage | member lounge,1,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
557367,aperol apertivo,3,7b6cfcbd-0b7b-42d4-8b32-280d49b750be,Aperol - Apertivo,decided on downstream references (16 vs 5),2,Yes,Yes,3,liquor cage | member lounge | pool cafe,2,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lt; source case qty=1,$0.00
557370,averna amaro,4,736f962f-bfec-4b38-a278-0accedecca20,Averna - Amaro,decided on downstream references (16 vs 5),3,Yes,Yes,4,liquor cage | member lounge | mens locker room | pool cafe,1,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
5593702,sugar light brown,2,9814eac7-154a-47ec-94d0-65d345078228,Sugar - Light Brown,decided on downstream references (13 vs 5),1,Yes,Yes,2,cafe | dry storeroom,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=12,$0.00
561482,grahams port tawny 20yr,3,79672b5e-ef82-4cf6-af76-70810b760736,GRAHAMS PORT TAWNY 20YR,decided on downstream references (14 vs 5),2,Yes,Yes,3,bay window bar | liquor cage | member lounge,1,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
561664,whistlepig rye 6 yr piggyback,3,d2d3fac6-9c25-466d-a1bc-dcb8fa3d7a77,Whistlepig - Rye 6 yr PiggyBack,decided on downstream references (15 vs 5),2,Yes,Yes,3,liquor cage | member lounge | mens locker room,2,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
5624192,biscuits,2,dbc64ab4-b0eb-427e-9910-90e74e110af1,Biscuits,decided on downstream references (11 vs 5),1,Yes,Yes,2,front reach in freezer | main freezer,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
563013,blue rock baby blue 20,3,9d118ab3-98aa-4f34-b2ff-d93f0e26546e,BLUE ROCK BABY BLUE 20,decided on downstream references (13 vs 4),2,Yes,Yes,3,liquor cage | member lounge | wine cellar,0,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
565989,hartford court pinot noir rrv 21,3,18a3709a-a749-4e5f-9c78-d0a43a30704e,HARTFORD COURT PINOT NOIR RRV 21,decided on downstream references (14 vs 5),2,Yes,Yes,3,liquor cage | member lounge | wine cellar,1,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
5686,sideward brewing moon boots keg 1 6 bbl,4,4ba3352b-e385-4312-b7e1-0fc173df2025,SIDEWARD BREWING MOON BOOTS KEG (1/6 BBL),decided on downstream references (19 vs 5),3,Yes,Yes,4,bay window bar | beer cage | liquor cage | mens locker room,2,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
57-00365,phyllo dough,2,806452e1-bf08-4c0f-9605-f6ad6fbe846a,Phyllo Dough,decided on downstream references (10 vs 5),1,Yes,Yes,2,bread reach in | front reach in freezer,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
5741535,pork loin chop,3,0e54f583-d967-4f3d-841a-3facc69ae1f1,Pork - Loin Chop,decided on downstream references (13 vs 4),2,Yes,Yes,3,bay window | main freezer | main walk in,0,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=20,$0.00
5741701,pork chop b i,2,b4fde9ef-a3db-4153-8310-0e4a2be6e934,PORK CHOP B/I,decided on downstream references (10 vs 4),1,Yes,Yes,2,main freezer | main walk in,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=40,$0.00
575048,maggy hawk pinot noir jolie 20,2,b69fb348-8079-4856-8a62-9aa6af9e63b2,MAGGY HAWK PINOT NOIR JOLIE 20,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
577376,stags leap wn cel cab sv artemis20,2,c2180da8-6b6b-440c-97cd-916a67e73a20,STAGS LEAP WN CEL CAB SV ARTEMIS20,decided on downstream references (10 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
577763,antinori guado tasso bruciato 21,2,72774b74-1386-47b2-ab5f-b9132834d2d6,ANTINORI GUADO TASSO BRUCIATO 21,decided on downstream references (10 vs 4),1,Yes,Yes,2,liquor cage | wine cellar,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
578234,clase azul plata,2,a5022b19-f93a-4a84-979d-90bc88db6a6a,Clase Azul - Plata,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | mens locker room,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
579438,nickel cikcle cab sauv state rch20,2,a8122de8-8bfb-423c-b469-c99996803237,NICKEL&CIKCLE CAB SAUV STATE RCH20,decided on downstream references (10 vs 4),1,Yes,Yes,2,liquor cage | wine cellar,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
5806750,paprika smoked,2,3a7c3240-d21c-46a0-8e1b-e18fc5dbf960,Paprika Smoked,decided on downstream references (13 vs 5),1,Yes,Yes,2,dry storeroom | main kitchen,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=1,$0.00
581363,knob creek rye,2,4d24a1c1-7943-4d76-8196-774744c42747,Knob Creek - Rye,decided on downstream references (10 vs 4),1,Yes,Yes,2,liquor cage | member lounge,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lt; source case qty=1,$0.00
5823083,grapefruit juice,9,567eb9d7-a7e0-4302-b5f4-2c74dc7e5b69,Grapefruit - Juice,decided on downstream references (31 vs 5),8,Yes,Yes,9,bay window | bay window bar | beverage carts | cafe | dry storeroom | halfway house | member lounge | mens locker room | pool cafe,1,1 mapping record(s) across 1 of 9 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=8,$0.00
582530,lokoya cab sauv mount veeder 19,2,10936a4b-a203-4f00-aafe-3767855849a0,LOKOYA CAB SAUV MOUNT VEEDER 19,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
58289,dailey s margarita mix,2,9bee8e50-4eee-4ecd-8dd8-631c211de5d5,Dailey's - Margarita Mix,decided on downstream references (10 vs 4),1,Yes,Yes,2,grill room | liquor cage,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lt; source case qty=12,$0.00
5839509,peanut butter,5,1063a31e-4693-41d9-9104-416bf4eb060d,Peanut Butter,decided on downstream references (23 vs 5),4,Yes,Yes,5,bay window | cafe | dry storeroom | main kitchen | pool cafe,3,1 mapping record(s) across 1 of 5 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
5841648,lobster claw and knuckle meat,2,cf397e71-ba00-4091-95b7-a8ac82bfb809,Lobster - Claw and Knuckle meat,decided on downstream references (12 vs 4),1,Yes,Yes,2,bay window | main freezer,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=6,$0.00
584206,freemark abbey cab sauv 19,2,6b0866a2-bf22-459c-a965-29caf6fb9951,FREEMARK ABBEY CAB SAUV 19,decided on downstream references (10 vs 4),1,Yes,Yes,2,liquor cage | wine cellar,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
584216,matanzas creek sauv blanc sc 22,3,66fed4a7-c958-4963-bd55-92cb9c961100,MATANZAS CREEK SAUV BLANC(SC)22,decided on downstream references (13 vs 4),2,Yes,Yes,3,grill room | liquor cage | mens locker room,0,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
5846714,oil olive extra virgin,2,32141745-f17a-4209-8724-5fda21c6c532,OIL OLIVE EXTRA VIRGIN,decided on downstream references (10 vs 4),1,Yes,Yes,2,cafe | main kitchen,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=gal; source case qty=3,$0.00
5847011,olive oil pomace,4,ab91a146-c74a-469e-ae3c-e800cf194ba1,Olive Oil - Pomace,decided on downstream references (17 vs 5),3,Yes,Yes,4,bay window | cafe | dry storeroom | main kitchen,1,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=gal; source case qty=3,$0.00
58477,luxardo cordial limoncello,3,f3820876-4a08-4365-b67b-c1b87507fea2,Luxardo - Cordial - Limoncello,decided on downstream references (17 vs 5),2,Yes,Yes,3,bay window bar | liquor cage | pool cafe,2,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
584809,terras gauda albarino abadia cam22,2,e268f182-d994-429d-92c1-0d109d4e0610,TERRAS GAUDA ALBARINO ABADIA CAM22,decided on downstream references (11 vs 5),1,Yes,Yes,2,bay window bar | liquor cage,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
5884291,carolina bbq sauce,2,88976d6f-73eb-4b53-a82a-2ecf4b75cfcb,Carolina BBQ Sauce,decided on downstream references (13 vs 5),1,Yes,Yes,2,dry storeroom | main walk in,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=gal; source case qty=4,$0.00
589165,summer dreams p noir golden,2,0eed076f-ac6c-4df7-b767-2015468ffa38,SUMMER DREAMS P NOIR GOLDEN,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
589166,summer dreams p noir super c,2,01490034-faf3-419a-a5eb-6ad72e4378d4,SUMMER DREAMS P NOIR SUPER C,decided on downstream references (13 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
5923354,apple juice 60 oz,4,94f77352-0ee9-4821-9aa4-7b8bf15246ca,Apple juice 60 oz,decided on downstream references (17 vs 5),3,Yes,Yes,4,bay window | cafe | dry storeroom | pool cafe,1,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=8,$0.00
5933718,baked beans,2,cbf0f48d-2c11-43da-9852-3cce8d308c82,Baked Beans,decided on downstream references (12 vs 5),1,Yes,Yes,2,bay window | dry storeroom,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=oz; source case qty=6,$0.00
5934302,olive oil blended,5,051187ec-d77c-4609-b6be-6375428438fa,Olive Oil - Blended,decided on downstream references (23 vs 5),4,Yes,Yes,5,bay window | cafe | dry storeroom | main kitchen | pastry shop,3,1 mapping record(s) across 1 of 5 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=gal; source case qty=1,$0.00
593557,summer dreams p noir twiligh,2,70f99a16-6417-4703-a8ad-f43ac4452c93,SUMMER DREAMS P NOIR TWILIGH,decided on downstream references (13 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
596219,foley johnson cab sauv napa 21,2,13e76b9a-b9f2-4d54-b479-6b3648755d9f,FOLEY JOHNSON CAB SAUV NAPA 21,decided on downstream references (10 vs 4),1,Yes,Yes,2,liquor cage | wine cellar,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
597193,captain morgan capt morgan spiced rum,7,611540f1-77c0-4d71-a431-f8e3f0ce46dd,Captain Morgan - Capt Morgan Spiced Rum,decided on downstream references (25 vs 5),6,Yes,Yes,7,bay window bar | grill room | halfway house | liquor cage | member lounge | mens locker room | pool cafe,1,1 mapping record(s) across 1 of 7 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ml; source case qty=12,$0.00
598916,mt veeder cabernet sauvignon 21,2,3e31f1f6-7200-4900-89f5-bdc5c9169560,MT VEEDER CABERNET SAUVIGNON 21,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
